,Unnamed: 0,isim,Aciklama,Dil,Star,Fork,Lisans
890,890,grassland,Node middleware that exposes a Git to a CDN,TypeScript,3,2,Apache-2.0
891,891,android-gradle-dsl,DSL reference for the Android plugin for Gradle.,HTML,740,103,Apache-2.0
892,892,go-tspi,TSPI bindings for golang,Go,41,17,Apache-2.0
893,893,gwt-charts,Automatically exported from code.google.com/p/gwt-charts,Java,23,26,Lisans yok
894,894,wwwbasic,wwwBASIC is an implementation of BASIC that runs on Node.js and the Web.,JavaScript,"1,098",59,Apache-2.0
895,895,git-patrol,Açıklama yok,Python,5,2,Apache-2.0
896,896,codewords,Açıklama yok,TypeScript,4,4,Apache-2.0
897,897,horenso,探しやすいコードで漢字直接入力,Perl,49,10,Apache-2.0
898,898,dynamic-form,Açıklama yok,TypeScript,10,7,Apache-2.0
899,899,n-digit-mnist,Açıklama yok,Python,24,11,Apache-2.0
900,900,security-research-pocs,Proof-of-concept codes created as part of security research done by Google Security Team.,C++,879,161,Apache-2.0
901,901,slothfs,Açıklama yok,Go,36,8,Apache-2.0
902,902,carfac,Cascade of Asymmetric Resonators with Fast-Acting Compression cochlear model.,MATLAB,60,25,Apache-2.0
903,903,e3d_lstm,e3d-lstm; Eidetic 3D LSTM A Model for Video Prediction and Beyond,Python,56,21,Apache-2.0
904,904,android-lint-performance-probe,A tool to help pinpoint performance bottlenecks in individual Android Lint checks.,Kotlin,65,7,Apache-2.0
905,905,multichase,Açıklama yok,C,27,25,Apache-2.0
906,906,pagespeed-inslides,HTML5 Slide Deck Generator Tool Based on the PageSpeed Insights API,JavaScript,50,17,Apache-2.0
907,907,go-structeditor,User interface library for editing arbitrary Go structures using a UI rendered in HTML.,Go,24,3,Apache-2.0
908,908,trueview-sdf-generator,Açıklama yok,JavaScript,3,4,Apache-2.0
909,909,agera,Reactive Programming for Android,Java,"7,346",675,Apache-2.0
910,910,rekall-profiles,Public Profile Repository for Rekall Memory Forensic.,HTML,85,49,Lisans yok
911,911,capsicum-test,Test suite for Capsicum,C++,34,20,Lisans yok
912,912,cbortree,"CborTree: A Java Library for decoding, manipulating, and encoding CBOR data items.",Java,7,3,Apache-2.0
913,913,navc,C code indexer using language semantic from clang,Go,54,13,Apache-2.0
914,914,ukey2,Açıklama yok,Java,8,2,Lisans yok
915,915,skicka,Command-line utility for working with Google Drive. Join the mailing list at https://groups.google.com/forum/#!forum/skicka-users.,Go,"1,042",108,Apache-2.0
916,916,revisiting-self-supervised,Açıklama yok,Python,220,19,Apache-2.0
917,917,ios-chatbot,Açıklama yok,Objective-C,80,31,Apache-2.0
918,918,streetview-publish-client-libraries,Açıklama yok,Java,9,9,Apache-2.0
919,919,pywebsocket,WebSocket server and extension for Apache HTTP Server for testing,Python,256,139,BSD-3-Clause
920,920,tamperchrome,Tamper Chrome is a Chrome extension that allows you to modify HTTP requests on the fly and aid on web security testing. Tamper Chrome works across all operating systems (including Chrome OS).,JavaScript,"3,648",194,Apache-2.0
921,921,codemirror-mode-jsonnet,Açıklama yok,JavaScript,9,6,Apache-2.0
922,922,vimdoc,Helpfile generation for vim,Python,207,23,Apache-2.0
923,923,fidi,Açıklama yok,C++,3,2,Apache-2.0
924,924,ps_log,Açıklama yok,PowerShell,6,4,Apache-2.0
925,925,graphd,The Metaweb graph repository server,C,383,45,Apache-2.0
926,926,jws,JSON Web Signature (JWS),Python,41,13,Apache-2.0
927,927,support-tools,Automatically exported from code.google.com/p/support-tools,Python,26,30,Apache-2.0
928,928,butteraugli,butteraugli estimates the psychovisual difference between two images,C++,"1,553",110,Apache-2.0
929,929,wikiloop-datasets,Açıklama yok,Dil yok,5,3,Lisans yok
930,930,vk_callback_swapchain,Açıklama yok,C++,1,11,Apache-2.0
931,931,angular_cli,Açıklama yok,Dart,56,23,BSD-3-Clause
932,932,heroku-buildpack-bazel,Açıklama yok,Shell,4,11,Apache-2.0
933,933,end-to-end,"End-To-End is a crypto library to encrypt, decrypt, digital sign, and verify signed messages (implementing OpenPGP and OTR)",JavaScript,"3,867",326,Apache-2.0
934,934,s2-geometry-library-java,Automatically exported from code.google.com/p/s2-geometry-library-java,Java,335,144,Apache-2.0
935,935,skylark,"Skylark in Go: the Skylark configuration language, implemented in Go [MOVED to go.starlark.net]",Go,"1,142",79,BSD-3-Clause
936,936,language-jsonnet,Jsonnet language support for the Atom text editor,Dil yok,16,9,Lisans yok
937,937,image-rebase,Remotely rebase container images,Go,34,5,Apache-2.0
938,938,vc-defer,Açıklama yok,Emacs Lisp,0,2,GPL-3.0
939,939,zsldemo,Açıklama yok,Kotlin,6,2,Apache-2.0
940,940,firing-range,Açıklama yok,Java,938,182,Apache-2.0
941,941,easy-grid,easy-grid is a React component factory that provides a declarative layout mechanism for utilizing CSS grid layouts.,JavaScript,26,11,Apache-2.0
942,942,platform_benchmarks,Açıklama yok,Dil yok,1,3,Lisans yok
943,943,keps,Açıklama yok,Go,4,4,Apache-2.0
944,944,hyou,Pythonic Interface to manipulate Google Spreadsheet.,Python,99,25,Apache-2.0
945,945,audion,Audion (Web Audio Inspector) is a Chrome extension that adds a Web Audio panel to Developer Tools. This panel visualizes the web audio graph in real-time and lets users inspect nodes.,JavaScript,178,22,Lisans yok
946,946,shipshape,Program analysis platform,Go,230,30,Apache-2.0
947,947,glslang,ARCHIVED: Khronos reference front-end for GLSL and ESSL,Dil yok,33,403,Lisans yok
948,948,quark,Açıklama yok,C,4,2,Apache-2.0
949,949,MOE,Make Opensource Easy - tools for synchronizing repositories,Java,354,66,Apache-2.0
950,950,vr180,Açıklama yok,Java,11,5,Apache-2.0
951,951,osdetector-gradle-plugin,"A Gradle plugin that detects the OS name and architecture, providing a uniform classifier to be used in the names of native artifacts.",Java,65,18,Apache-2.0
952,952,adiantum,Adiantum and HPolyC specification and test vectors,C++,395,41,MIT
953,953,novm,"Experimental KVM-based VMM for containers, written in Go.",Go,"1,526",126,Apache-2.0
954,954,orismologer,Orismologer is a network telemetry translation framework written in Go,Go,5,4,Apache-2.0
955,955,blockly-tools,tools for developing Blockly,Shell,7,15,Apache-2.0
956,956,basicbokeh,Açıklama yok,Kotlin,20,9,Apache-2.0
957,957,stm32_bare_lib,"System functions and example code for programming the ""Blue Pill"" STM32-compatible micro-controller boards.",C,101,29,Apache-2.0
958,958,chord,A framework for developers to create cross-device wearable interaction by scripting.,JavaScript,19,8,Apache-2.0
959,959,microscopeimagequality,Açıklama yok,Python,53,22,Apache-2.0
960,960,qpp,Querypoint Debugging Prototype,JavaScript,38,12,Lisans yok
961,961,google-visualization-python,Automatically exported from code.google.com/p/google-visualization-python,Python,108,52,Apache-2.0
962,962,cordova-plugin-browsertab,"A Cordova plugin that provides an interface to in-app browser tabs that exist on some mobile platforms, such as SFSafariViewController on iOS and CustomTabs on Android.",Java,90,90,Apache-2.0
963,963,go-microservice-helpers,A collection of handy snippets that simplify creation of GRPC servers and clients,Go,372,27,Apache-2.0
964,964,gxui,An experimental Go cross platform UI library.,Go,"4,383",305,BSD-3-Clause
965,965,categorybuilder,Açıklama yok,Python,62,17,Apache-2.0
966,966,renameio,Package renameio provides a way to atomically create or replace a file or symbolic link.,Go,383,12,Apache-2.0
967,967,go-cabfile,Açıklama yok,Go,1,2,Apache-2.0
968,968,bazel_rules_install,Bazel rules for installing build results. Similar to `make install`.,Shell,5,4,Apache-2.0
969,969,node-sec-roadmap,Some thoughts on how Node.js might respond to a changing security environment,JavaScript,152,21,Lisans yok
970,970,wwgc,"viewer profile generator for ""Works with Google Cardboard""",JavaScript,35,18,Apache-2.0
971,971,gdata-java-client,Automatically exported from code.google.com/p/gdata-java-client,Java,115,104,Apache-2.0
972,972,magic-github-proxy,An access-limiting stateless GitHub API Proxy,Python,53,3,Apache-2.0
973,973,ezgantt,ezGantt main,JavaScript,80,19,Apache-2.0
974,974,emoji-segmenter,Emoji Segmenter,C,12,4,Apache-2.0
975,975,mobly-snippet-lib,Mobly Snippet Lib is a library for triggering device-side code from host-side Mobly tests.,Dil yok,18,18,Lisans yok
976,976,tie,Açıklama yok,JavaScript,367,58,Apache-2.0
977,977,gtm_load_timer,A framework and instrument for timing Objective C +load messages.,Objective-C,26,3,Apache-2.0
978,978,shenzhen-go,Experimental visual Go environment,JavaScript,427,40,Apache-2.0
979,979,vapso,Açıklama yok,JavaScript,1,2,Apache-2.0
980,980,hangouts-chat-bot-cloud-function-nodejs-example,Example of a Hangouts Chat Bot on Google Cloud Functions,JavaScript,7,4,Apache-2.0
981,981,googletv-android-samples,Source for many GoogleTV Example applications.,Java,155,78,Lisans yok
982,982,supl-client,Açıklama yok,Java,14,8,Apache-2.0
983,983,redgrep,♥ Janusz Brzozowski,C++,123,17,Apache-2.0
984,984,supersonic,"Supersonic is an ultra-fast, column oriented query engine library written in C++",C++,136,40,Apache-2.0
985,985,flutter_flux,Implementation of the Flux framework for Flutter,Dart,337,27,Apache-2.0
986,986,arrow-logo,Açıklama yok,Dart,9,7,Apache-2.0
987,987,dbm-lineitem-copier,Açıklama yok,JavaScript,9,6,Apache-2.0
988,988,dcm-bulk-trafficking,Açıklama yok,JavaScript,5,5,Apache-2.0
989,989,google-api-objectivec-client,Google APIs Client Library for Objective-C,Dil yok,304,146,Lisans yok
990,990,sshkey-audit,Automate SSH key management,Go,51,8,Apache-2.0
991,991,mirandum,Açıklama yok,Python,9,10,Apache-2.0
992,992,radioreceiver,An application to listen to broadcast stereo FM and AM radio from your Chrome browser or your ChromeBook computer using a $15 USB digital TV tuner.,JavaScript,306,71,Apache-2.0
993,993,contentbox,"Distribution of social and virtual content with an open and collaborative educational environment, available to communities around the world in one place, with a standard format and quality",CSS,30,21,Apache-2.0
994,994,macops-planb,Plan B is a remediation program for managed Macs,Objective-C,116,18,Apache-2.0
995,995,play-apk-expansion,Açıklama yok,Java,54,44,Apache-2.0
996,996,galogen,OpenGL Loader Generator,C++,23,8,Apache-2.0
997,997,meta_tagger,Açıklama yok,Python,24,9,Apache-2.0
998,998,btls,BoringSSL-backed TLS and cryptography library for Haskell,Haskell,11,7,Lisans yok
999,999,opuscpp,c++ wrapper around libopus,C++,4,6,Apache-2.0
1000,1000,pub_cache,A library to reflect on the local pub cache.,Dart,7,6,BSD-3-Clause
1001,1001,html-quiz,"A stand-alone, HTML+JavaScript quiz script.",JavaScript,76,68,Lisans yok
1002,1002,tfjs-mnist-workshop,E2E TensorFlow workshop from model training using Keras API all the way to visualization using TensorFlow.js,Jupyter Notebook,2,3,Apache-2.0
1003,1003,credstore,Credstore is a centralized auth server,Go,52,10,Apache-2.0
1004,1004,khll-paper-experiments,Açıklama yok,Dil yok,4,4,Lisans yok
1005,1005,link022,Link022 - an open WiFi access point,Go,107,25,Apache-2.0
1006,1006,xsecurelock-saver-rs,Rust + SFML Screensavers for XSecureLock,Rust,6,3,Apache-2.0
1007,1007,capillary,Capillary is a library to simplify the sending of end-to-end encrypted push messages from Java-based application servers to Android clients.,Java,427,35,Apache-2.0
1008,1008,active-qa,Açıklama yok,Python,305,52,Apache-2.0
1009,1009,python-dimond,Python implementation of Telink Bluetooth mesh protocol,Python,11,5,Apache-2.0
1010,1010,fonttools,"Fork of fonttools project from Sourceforge, with new features and bugfixes",Python,28,281,Lisans yok
1011,1011,harfbuzz,HarfBuzz OpenType text shaping engine,C++,7,316,Lisans yok
1012,1012,waze-ccp-gcp,"This AppEngine sample application is designed to process your Waze CCP JSON Feed into; BigQuery GIS tables for analysis, Google Cloud Storage as GeoJSON for use in desktop or web GIS applications, and, optionally into Carto for advanced spatial visualization.",Python,6,5,Apache-2.0
1013,1013,roboto,The Roboto family of fonts,Python,"3,419",309,Apache-2.0
1014,1014,google-authenticator,Open source version of Google Authenticator (except the Android app),Java,"3,952",795,Apache-2.0
1015,1015,detectorgraph,"Strongly-typed, dependency based application framework for code/data separation with dependency injection and data passing.",C++,36,12,Apache-2.0
1016,1016,node-dependency-analysis,Açıklama yok,TypeScript,8,5,Apache-2.0
1017,1017,watchpresenter,Pass your slides on Google Drive using your phone or watch,Java,22,10,Apache-2.0
1018,1018,angular-a11y-workshop,Açıklama yok,TypeScript,5,4,Apache-2.0
1019,1019,syzygy,Syzygy Transformation Toolchain,C++,285,55,Apache-2.0
1020,1020,cloudprint_logocert,Google Cloud Print Logo Certification Automation,Python,22,27,Apache-2.0
1021,1021,cdep,"CDep is a decentralized native package dependency manager with a focus on Android. Runs on Windows, Linux, and MacOS.",Java,76,22,Apache-2.0
1022,1022,oodle-demo,Oodle - an unofficial Google Doodles web app,HTML,63,12,Apache-2.0
1023,1023,codeu_project_2018,Açıklama yok,Java,8,5,Apache-2.0
1024,1024,physical-web,The Physical Web: walk up and use anything,Java,"6,084",714,Apache-2.0
1025,1025,rich-test-results,Understand a test failure,Java,49,16,Apache-2.0
1026,1026,dana,Test/benchmark regression and comparison system with dashboard,JavaScript,40,12,Apache-2.0
1027,1027,ioweb2016,I/O web app 2016,HTML,519,103,Apache-2.0
1028,1028,libpam-policycache,Password caching module with advanced policies for PAM.,C,27,13,Apache-2.0
1029,1029,blue-green-deployment-controller,A basic blue-green deployment custom controller,Go,37,9,Lisans yok
1030,1030,cornerstone,JavaScript library to display interactive medical images including but not limited to DICOM,JavaScript,3,414,MIT
1031,1031,google-api-java-client-samples,Açıklama yok,Java,666,"1,078","1,078"
1032,1032,appengine-jenkins,Açıklama yok,Shell,32,23,Apache-2.0
1033,1033,files.dart,A filesystem API with implementations for multiple environments,Dart,17,12,Lisans yok
1034,1034,Safelight,Safelight is a web application that aids in developing Halide programs. It currently works for x86-64 Linux and Mac OS machines running the PNaCl binary distribution of Halide.,JavaScript,16,7,Apache-2.0
1035,1035,blkcgroup,Automatically exported from code.google.com/p/blkcgroup,Python,6,6,Apache-2.0
1036,1036,cpython-pt,Fork from python/cpython,Python,7,13,Lisans yok
1037,1037,compare-codecs,Açıklama yok,Python,33,13,Apache-2.0
1038,1038,protobuf-dt,Açıklama yok,Java,34,18,Lisans yok
1039,1039,androguard,"Reverse engineering, Malware and goodware analysis of Android applications ... and more (ninja !)",Python,144,758,Apache-2.0
1040,1040,cpp-netlib,"The C++ Network Library Project -- header-only, cross-platform, standards compliant networking library.",C++,297,569,BSL-1.0
1041,1041,mysql,Automatically exported from code.google.com/p/google-mysql,C++,37,60,LGPL-2.1
1042,1042,sawbuck,Automatically exported from code.google.com/p/sawbuck,C++,59,35,Lisans yok
1043,1043,chrome-opt-out-extension,DEPRECATED: Keep My Opt-Outs. Replaced by Protect My Choices.,JavaScript,8,12,Lisans yok
1044,1044,uribeacon,The Web Uri Open Beacon for the Internet of Things,Dil yok,408,115,Lisans yok
1045,1045,ohmu,Compiler intermediate language for static analysis.,C++,95,21,Apache-2.0
1046,1046,recki-ct,Açıklama yok,PHP,556,40,Apache-2.0
1047,1047,url_diff,Açıklama yok,Python,86,32,Apache-2.0
1048,1048,filesystem-proposal,Boost Filesystem Library with modifications for the C++ standards committee proposal,C++,13,21,Lisans yok
1049,1049,developer.github.com,GitHub API documentation,Ruby,16,"1,316","1,316"
1050,1050,helloargdx,Investigating using ARCore preview with LibGDX. See https://medium.com/@wilkinsonclay/investigating-arcore-with-libgdx-f69b83764118 for more info,Java,40,12,Lisans yok
1051,1051,nodejs-wiki,Açıklama yok,JavaScript,5,2,Apache-2.0
1052,1052,santa-tracker-web,Ho Ho Ho,JavaScript,426,106,Lisans yok
1053,1053,emoji4unicode,Automatically exported from code.google.com/p/emoji4unicode,Python,44,17,Lisans yok
1054,1054,closure-linter,Automatically exported from code.google.com/p/closure-linter,Python,101,31,Apache-2.0
1055,1055,capsicum-linux,Linux kernel with Capsicum support,C,193,34,Lisans yok
1056,1056,ced,Açıklama yok,C++,50,14,Apache-2.0
1057,1057,blockly-devtools,Tools for Blockly app developers to help build custom blocks.,JavaScript,40,24,Apache-2.0
1058,1058,mozart,Custom business logic for Search Ads 360,Python,6,3,Apache-2.0
1059,1059,vsaq,VSAQ is an interactive questionnaire application to assess the security programs of third parties.,JavaScript,639,140,Apache-2.0
1060,1060,universal-dash-transmuxer,UDT (Dash Transmuxer) Project: Can transmux DASH -> HLS or other formats.,C++,44,20,Apache-2.0
1061,1061,tmppy,TMPPy is a subset of Python that can be compiled to C++ meta-functions using the py2tmp compiler.,Python,16,9,Apache-2.0
1062,1062,chrome-ssh-agent,SSH Agent for use with Google Chrome's Secure Shell extension,Go,113,16,Apache-2.0
1063,1063,hilbert,"Go package for mapping values to and from space-filling curves, such as Hilbert and Peano curves.",Go,193,28,Apache-2.0
1064,1064,kasane,A simple kubernetes deployment manager,Python,149,14,Apache-2.0
1065,1065,python-yaml-config,Açıklama yok,Python,10,3,Apache-2.0
1066,1066,usbinfo,Açıklama yok,Python,37,24,Lisans yok
1067,1067,cloud-berg,Berg - Run GPU-backed experiments on gcloud,Python,21,4,Apache-2.0
1068,1068,fast-optimized-community-significance,Açıklama yok,R,2,2,Apache-2.0
1069,1069,binplist,Binary property list (plist) parser,Python,33,20,Apache-2.0
1070,1070,svalbard,Svalbard is a distributed backup system for long-term protection of secret data.,Go,27,4,Apache-2.0
1071,1071,go-write,Please see https://github.com/google/renameio instead,Go,0,2,Apache-2.0
1072,1072,cornerstoneWADOImageLoader,DICOM WADO Image Loader for the cornerstone library,JavaScript,1,148,MIT
1073,1073,cornerstoneTools,A framework for tools built on top of Cornerstone.,JavaScript,1,286,MIT
1074,1074,skia-buildbot,"Mirrored from
            
              https://skia.googlesource.com/buildbot",Go,92,50,Lisans yok
1075,1075,sa360-bulk-editor,Açıklama yok,JavaScript,0,1,Apache-2.0
1076,1076,music-synthesizer-for-android,Automatically exported from code.google.com/p/music-synthesizer-for-android,Jupyter Notebook,278,63,Apache-2.0
1077,1077,election-au-2016,Source code for the Australian Election 2016 visualisation,Go,88,32,Lisans yok
1078,1078,fancy-regex,Açıklama yok,Rust,170,12,MIT
1079,1079,sg2im,"Code for ""Image Generation from Scene Graphs"", Johnson et al, CVPR 2018",Python,"1,054",162,Apache-2.0
1080,1080,realestate10k,Code for the RealEstate10K Dataset webpage.,HTML,1,3,Apache-2.0
1081,1081,domaintest,Domain Test service for new TLDs.,Java,68,18,Apache-2.0
1082,1082,asymproj_edge_dnn,Açıklama yok,Python,19,10,Apache-2.0
1083,1083,tuneup.dart,A command-line tool to manipulate and inspect your Dart projects.,Dart,39,12,BSD-3-Clause
1084,1084,google-gdata,Automatically exported from code.google.com/p/google-gdata,C#,9,14,Lisans yok
1085,1085,gsps-support-tool,"Support tool for G Suite Password Sync (GSPS), formerly Google Apps Password Sync (GAPS)",Visual Basic,7,12,Apache-2.0
1086,1086,bottlerocket,Açıklama yok,Scala,76,17,Apache-2.0
1087,1087,pandas,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",Python,24,"9,318","9,318"
1088,1088,cog,Code for the COG dataset and network,Python,34,6,Apache-2.0
1089,1089,gtm-currency-rates-sync,A script for setting up an up to date GTM (Google Tag Manager) Lookup Table variable with all the currency rates available in Google Finance data via sheets,JavaScript,5,5,Apache-2.0
1090,1090,eslint-closure,ESLint Plugin and Config for the Google JavaScript Style Guide,JavaScript,17,14,Apache-2.0
1091,1091,python-temescal,Python control for LG speaker systems,Python,8,4,Apache-2.0
1092,1092,bottery,Açıklama yok,JavaScript,"3,316",166,Apache-2.0
1093,1093,sa360-flightsfeed,Generate SA360 compatible feeds for airlines on BigQuery 🚀,JavaScript,7,3,Apache-2.0
1094,1094,eme_logger,Açıklama yok,JavaScript,18,6,Apache-2.0
1095,1095,audio-sync-kit,Açıklama yok,Python,37,11,Apache-2.0
1096,1096,BucketServer,"Serve GCS Bucket content anonymously from Windows, Linux and MacOS",Go,2,2,Apache-2.0
1097,1097,randen,Fast backtracking-resistant random generator: https://arxiv.org/abs/1810.02227,C++,290,24,Apache-2.0
1098,1098,ORFConverter,Açıklama yok,C#,2,5,Apache-2.0
1099,1099,chatbase-dotnet,Integrate your DotNet application with Chatbase!,C#,12,13,Apache-2.0
1100,1100,dtask,DTask is a scheduler for statically dependent tasks.,C,12,13,Apache-2.0
1101,1101,virtual-tutors,Açıklama yok,HTML,3,6,Apache-2.0
1102,1102,ioweb2015,I/O Web App 2015,JavaScript,698,122,Apache-2.0
1103,1103,minions,Distributed filesystem scanner,Go,94,12,Apache-2.0
1104,1104,gdata-objectivec-client,Google Data APIs Objective-C Client Library,Objective-C,161,85,Apache-2.0
1105,1105,pyu2f,"pyu2f is a python based U2F host library for Linux, Windows, and MacOS. It provides functionality for interacting with a U2F device over USB.",Python,55,19,Apache-2.0
1106,1106,uri.dart,Utilities for working with URIs in Dart,Dart,57,45,Lisans yok
1107,1107,macops-MOLFCMClient,Açıklama yok,Objective-C,10,9,Apache-2.0
1108,1108,TrustScore,To Trust Or Not To Trust A Classifier. A measure of uncertainty for any trained (possibly black-box) classifier which is more effective than the classifier's own implied confidence (e.g. softmax probability for a neural network).,Jupyter Notebook,88,26,Apache-2.0
1109,1109,dnae,Açıklama yok,Python,4,3,Apache-2.0
1110,1110,render-timing-for-unity,GPU time metric for Unity apps (currently limited to Android/GLES),C++,67,19,Apache-2.0
1111,1111,detangle,Açıklama yok,JavaScript,145,14,Apache-2.0
1112,1112,pg_page_verification,Açıklama yok,C,104,6,Lisans yok
1113,1113,todo-tracks,Web dashboard for tracking the TODOs in a Git repo,Go,138,23,Apache-2.0
1114,1114,digitalassetlinks,Açıklama yok,PureBasic,41,18,Apache-2.0
1115,1115,obno,Açıklama yok,0,0,1,Lisans yok
1116,1116,closure-compiler-js,Package for the JS version of closure-compiler for use via NPM,JavaScript,"1,863",93,Apache-2.0
1117,1117,patrick,Parameterized testing in R is kind of cool!,R,50,10,Apache-2.0
1118,1118,chatbase-python,Integrate your Python application with Chatbase!,Python,54,38,Apache-2.0
1119,1119,layered-scene-inference,"Code accompanying the paper ""Layer-structured 3D Scene Inference via View Synthesis"", ECCV 2018",Python,59,14,Apache-2.0
1120,1120,chaps-linux,PKCS#11 Implementation for Linux,Makefile,29,9,BSD-3-Clause
1121,1121,eclipse2017,Source code for North American Eclipse 2017 Megamovie project,Python,12,9,Apache-2.0
1122,1122,amp-toolbox,A collection of AMP tools making it easier to publish and host AMP pages.,JavaScript,9,118,Apache-2.0
1123,1123,quickshift,A clustering algorithm that first finds the high-density regions (cluster-cores) of the data and then clusters the remaining points by hill-climbing. Such seedings act as more stable and expressive cluster-cores than the singleton modes found by popular algorithm such as mean shift. (https://arxiv.org/abs/1805.07909),C++,38,10,Apache-2.0
1124,1124,web-audio-recognition,Açıklama yok,Jupyter Notebook,62,21,Apache-2.0
1125,1125,coursebuilder-resources,Açıklama yok,Shell,11,13,Lisans yok
1126,1126,0x0g-2018-badge,Açıklama yok,C,15,3,Apache-2.0
1127,1127,dbm-trix-addon,Açıklama yok,JavaScript,2,3,Apache-2.0
1128,1128,fplutil,fplutil is a set of small libraries and tools that can be useful when developing applications for Android and other platforms.,Python,315,39,Apache-2.0
1129,1129,coursebuilder-releases,Açıklama yok,Dil yok,20,14,Lisans yok
1130,1130,google-visualization-java,Automatically exported from code.google.com/p/google-visualization-java,Java,28,33,Lisans yok
1131,1131,mysql-protobuf,Açıklama yok,C++,95,28,GPL-2.0
1132,1132,asr-recipes,Açıklama yok,Shell,7,4,Apache-2.0
1133,1133,aff4,The Advanced Forensic File Format. NOTE: This project has been split into C and Python projects and moved to https://github.com/aff4/pyaff4 and https://github.com/Velocidex/c-aff4,C++,87,35,Apache-2.0
1134,1134,ssl_logger,Decrypts and logs a process's SSL traffic.,Python,714,88,Apache-2.0
1135,1135,where-am-i,Wear OS Complication to tell you your current GPS location,Java,3,4,Apache-2.0
1136,1136,identity-aware-prober,Açıklama yok,Go,7,3,Apache-2.0
1137,1137,xrtl,Cross-platform Real-Time Rendering Library,C++,101,19,Apache-2.0
1138,1138,hotel-ads-etl-tool,Tool to extract information from Hotel Ads API to BigQuery.,Python,1,2,Apache-2.0
1139,1139,token_bind,Açıklama yok,C,19,12,Apache-2.0
1140,1140,walt,A device for measuring latency of physical sensors and outputs on phones and computers,Java,367,70,Apache-2.0
1141,1141,functional-objc,Functional operators for Objective-C,Objective-C,320,11,Apache-2.0
1142,1142,weighted-dict,Açıklama yok,Python,15,5,Apache-2.0
1143,1143,differentiable-atomistic-potentials,Automatically differentiable atomistic potentials for molecular simulations,Python,33,2,Apache-2.0
1144,1144,gitprotocolio,A Git protocol parser written in Go.,Go,350,13,Apache-2.0
1145,1145,swift-integration-tests,Automated tests for validating the generated Swift snapshots behave correctly,Python,3,51,Lisans yok
1146,1146,swift-compiler-rt,Açıklama yok,C,2,62,Lisans yok
1147,1147,swift-llbuild,"A low-level build system, used by Xcode 9 and the Swift Package Manager",C++,2,148,Lisans yok
1148,1148,swift-cmark,CommonMark parsing and rendering library and program in C,C,3,295,Lisans yok
1149,1149,maddpg-replication,Açıklama yok,Jupyter Notebook,12,8,Apache-2.0
1150,1150,node-armor,Açıklama yok,0,0,2,Lisans yok
1151,1151,virtualdesktops-extension,Açıklama yok,JavaScript,23,12,Apache-2.0
1152,1152,nips_assignments,"C++ code to help assign papers to reviewers, area chairs, etc in conferences like NIPS.",C++,10,8,Apache-2.0
1153,1153,sparrowhawk,Açıklama yok,Shell,134,32,Apache-2.0
1154,1154,zooshi,Multi-platform game where you feed well dressed animals with sushi,C++,273,59,Apache-2.0
1155,1155,schemaorg-java,Java utilities for working with Schema.org data in JSON-LD format,Java,45,30,Apache-2.0
1156,1156,http_prefetching,Açıklama yok,JavaScript,4,2,Apache-2.0
1157,1157,kv-s3105c,Açıklama yok,C,3,1,Apache-2.0
1158,1158,fastboot-mobile,Android library for sending fastboot commands from an Android device to a device running fastboot.,Kotlin,21,4,Apache-2.0
1159,1159,amss,Açıklama yok,R,23,16,Apache-2.0
1160,1160,search-samples,Sample code for integrating with Search.,Java,540,256,Apache-2.0
1161,1161,makerfaire-booth,Code snippets for the Maker Faire 2016 Installation. This is not an official Google Product.,Python,9,12,Lisans yok
1162,1162,abstreet,Açıklama yok,Rust,24,45,Apache-2.0
1163,1163,dl_bounds,Açıklama yok,Python,11,3,Apache-2.0
1164,1164,chrome-tabber,Açıklama yok,JavaScript,9,1,Apache-2.0
1165,1165,beacon-platform,Code samples for Google's beacon platform,Dil yok,382,274,Lisans yok
1166,1166,traceur-compiler,Traceur is a JavaScript.next-to-JavaScript-of-today compiler,JavaScript,"8,040",609,Apache-2.0
1167,1167,dcm_bulk_onboarding,Açıklama yok,JavaScript,3,3,Apache-2.0
1168,1168,fast-simple-lcsk,Fast and simple algorithms for computing both LCSk and LCSk+,C++,13,5,Apache-2.0
1169,1169,WikipediaHomographData,Labeled data for homograph disambiguation,Dil yok,16,3,Lisans yok
1170,1170,dcm-video-uploader,Python script to upload video creatives to DCM. The script creates the necessary structure under a provided DCM placement to target each video to a different geo location. One use case is creating dynamic video campaigns,Python,4,7,Apache-2.0
1171,1171,TouchTime,Tells the time through vibration patterns on an Android smartwatch.,Java,34,17,Apache-2.0
1172,1172,uniflow-polymer,UniFlow for Polymer,HTML,167,16,Apache-2.0
1173,1173,ion,Ion,C++,"1,357",83,Apache-2.0
1174,1174,rally,Açıklama yok,Java,30,5,Apache-2.0
1175,1175,cabal2bazel,Haskell Bazel rules and cabal2bazel import tool.,Haskell,30,2,Apache-2.0
1176,1176,wicked-good-xpath,Pure JS implementation of the DOM Level 3 XPath specification,JavaScript,221,46,MIT
1177,1177,teknowledge,A basic CS curriculum for coding in Python.,Python,20,10,Apache-2.0
1178,1178,gtm-oauth2,Google Toolbox for Mac - OAuth 2 Controllers,Objective-C,113,68,Apache-2.0
1179,1179,clerk,Clerk is an open-source IPFIX generator using https://github.com/google/testimony for packet sniffing,C++,20,9,Apache-2.0
